USER_ID,CES_SCORE,CES_COMMENT,SURVEY_DATE,PLATFORM,SOURCE_TABLE,REGISTRATION_COUNTRY,FIRST_TRANSFER_DATE,FIRST_TRANSFER_AMOUNT_GBP,FIRST_TRANSFER_SOURCE_CURRENCY,FIRST_TRANSFER_AMOUNT_SOURCE,SEND_MONTH,SEND_COUNT,SEND_VALUE_GBP
94599072,7,,2026-04-06,WEB,WEB,CY,2026-04-25 10:05:39.436,17.32,EUR,20,2026-05-01,1,288.94
94903564,7,,2026-01-25,IOS,MOBILE,DE,2026-04-03 13:58:15.322,2.62,EUR,3,2026-04-01,1,2.62
95063794,7,,2026-05-01,IOS,MOBILE,ES,,,,,,,
95231259,1,,2026-01-26,ANDROID,MOBILE,PL,,,,,,,
95583384,3,,2026-02-25,WEB,WEB,PT,,,,,,,
95616605,7,Bo to proste,2026-01-20,ANDROID,MOBILE,PL,,,,,,,
95873966,7,,2026-04-22,WEB,WEB,DE,,,,,,,
96152822,7,,2025-12-03,ANDROID,MOBILE,PL,,,,,,,
96189661,5,,2025-10-13,ANDROID,MOBILE,ES,,,,,,,
96190782,7,,2025-10-16,IOS,MOBILE,ES,2025-10-24 10:21:06.692,43.67,EUR,50,2025-10-01,2,69.87
96190782,7,,2025-10-16,IOS,MOBILE,ES,2025-10-24 10:21:06.692,43.67,EUR,50,2026-01-01,1,35.57
96190782,7,,2025-10-16,IOS,MOBILE,ES,2025-10-24 10:21:06.692,43.67,EUR,50,2026-02-01,1,166.1
96190782,7,,2025-10-16,IOS,MOBILE,ES,2025-10-24 10:21:06.692,43.67,EUR,50,2026-03-01,1,43.16
96190782,7,,2025-10-16,IOS,MOBILE,ES,2025-10-24 10:21:06.692,43.67,EUR,50,2026-04-01,2,381.36
96190935,4,,2025-10-21,IOS,MOBILE,FI,2025-10-22 13:07:10.834,26.08,EUR,30,2025-10-01,3,43.46
96191589,7,,2025-10-21,IOS,MOBILE,CZ,,,,,,,
96192442,3,,2025-10-13,IOS,MOBILE,AT,,,,,,,
96192637,5,,2025-10-13,IOS,MOBILE,EE,,,,,,,
96193148,2,"To much info asked for.,,",2025-10-13,IOS,MOBILE,NO,,,,,,,
96193233,7,,2025-10-13,IOS,MOBILE,FR,,,,,,,
96193239,5,,2026-02-14,IOS,MOBILE,BE,,,,,,,
96193417,7,,2025-10-13,IOS,MOBILE,RO,,,,,,,
96194007,7,,2025-10-18,IOS,MOBILE,IE,,,,,,,
96194114,7,,2025-11-21,IOS,MOBILE,ES,,,,,,,
96194333,5,,2025-10-13,IOS,MOBILE,FR,2026-02-27 18:52:54.073,8.77,EUR,10,2026-02-01,1,8.77
96194333,5,,2025-10-13,IOS,MOBILE,FR,2026-02-27 18:52:54.073,8.77,EUR,10,2026-03-01,7,3363.55
96194333,5,,2025-10-13,IOS,MOBILE,FR,2026-02-27 18:52:54.073,8.77,EUR,10,2026-04-01,4,1391.42
96194393,7,,2025-10-13,IOS,MOBILE,BE,,,,,,,
96194663,5,,2025-10-13,IOS,MOBILE,SE,,,,,,,
96194834,1,,2025-10-25,IOS,MOBILE,NL,,,,,,,
96195083,7,,2025-10-13,IOS,MOBILE,FR,2025-10-13 17:13:26.200,95.09,EUR,109.6,2025-10-01,1,95.09
96296864,7,,2026-02-19,WEB,WEB,ES,,,,,,,
96451056,7,,2026-01-15,IOS,MOBILE,IE,2026-01-26 14:52:49.527,0.87,EUR,1,2026-01-01,3,1396.88
96451056,7,,2026-01-15,IOS,MOBILE,IE,2026-01-26 14:52:49.527,0.87,EUR,1,2026-04-01,1,0.87
96665996,1,NON HO UNA FOTOCAMERA CONNESSA L MIO COMPUTER!,2025-10-22,WEB,MOBILE,IT,,,,,,,
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2025-11-01,2,1016.45
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2026-01-01,1,181.24
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2026-02-01,1,91.51
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2026-03-01,1,91.72
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2026-04-01,1,93.38
96668265,1,Photos difficiles,2025-10-22,MOBILE_WEB,MOBILE,FR,2025-11-05 13:47:47.703,787.44,EUR,894.06,2026-05-01,1,259.87
96669880,7,,2025-10-22,IOS,MOBILE,PT,2026-03-08 21:55:20.318,17.32,EUR,20,2026-03-01,1,17.32
96669880,7,,2025-10-22,IOS,MOBILE,PT,2026-03-08 21:55:20.318,17.32,EUR,20,2026-04-01,1,17.41
96748536,5,,2026-01-17,ANDROID,MOBILE,FR,,,,,,,
96763057,6,Muy facil,2025-10-24,MOBILE_WEB,MOBILE,DZ,,,,,,,
96763768,7,,2025-10-24,IOS,MOBILE,NL,,,,,,,
96764410,2,,2025-10-24,MOBILE_WEB,MOBILE,AT,,,,,,,
96771269,5,,2025-10-24,WEB,MOBILE,FR,2025-10-26 22:07:34.142,3622.06,EUR,4148.27,2025-10-01,1,3622.06
96773422,7,,2025-10-24,IOS,MOBILE,LV,,,,,,,
96774852,5,,2025-10-24,WEB,MOBILE,DK,2025-12-14 12:54:56.622,8.29,THB,350,2025-12-01,1,8.29
96919662,7,,2025-10-27,MOBILE_WEB,MOBILE,FR,,,,,,,
96967439,5,,2025-10-28,MOBILE_WEB,MOBILE,HR,,,,,,,
96972984,6,,2025-10-28,MOBILE_WEB,MOBILE,PT,,,,,,,
97030969,1,,2026-01-12,ANDROID,MOBILE,ES,,,,,,,
97052129,7,,2026-03-21,WEB,WEB,ES,,,,,,,
97074014,6,,2026-01-05,ANDROID,MOBILE,DE,,,,,,,
97097331,4,,2026-01-20,IOS,MOBILE,FR,2026-05-01 01:51:06.912,70146.98,USD,95228.04,2026-05-01,1,70146.98
97283352,5,,2026-04-20,WEB,WEB,LT,,,,,,,
97298363,7,Ist easy,2025-11-03,IOS,MOBILE,FI,2026-01-08 10:17:34.877,9.82,EUR,10,2026-01-01,3,237.07
97298363,7,Ist easy,2025-11-03,IOS,MOBILE,FI,2026-01-08 10:17:34.877,9.82,EUR,10,2026-02-01,3,177.26
97298363,7,Ist easy,2025-11-03,IOS,MOBILE,FI,2026-01-08 10:17:34.877,9.82,EUR,10,2026-03-01,1,51.91
97300021,7,,2025-11-04,IOS,MOBILE,IT,,,,,,,
97302441,7,,2025-11-03,IOS,MOBILE,ES,,,,,,,
97322553,5,,2026-02-19,WEB,WEB,,,,,,,,
97347375,5,,2025-11-14,ANDROID,MOBILE,FR,2025-11-24 20:38:53.364,175.81,EUR,200,2025-11-01,5,544.94
97347375,5,,2025-11-14,ANDROID,MOBILE,FR,2025-11-24 20:38:53.364,175.81,EUR,200,2025-12-01,1,17.48
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2025-11-01,3,410
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2025-12-01,1,2.45
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2026-01-01,1,233.73
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2026-02-01,4,63.2
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2026-03-01,1,69.05
97350085,6,,2025-11-04,IOS,MOBILE,ES,2025-11-16 11:08:37.720,220.66,EUR,250,2026-04-01,1,13.08
97352386,7,,2025-11-04,IOS,MOBILE,DE,2025-12-12 01:51:51.438,74.79,USD,100,2025-12-01,2,277.7
97399003,5,,2026-04-08,WEB,WEB,GB,,,,,,,
97412627,7,,2026-01-20,IOS,MOBILE,DE,,,,,,,
97431392,7,Bo bylo latwo,2026-01-25,ANDROID,MOBILE,PL,,,,,,,
97492726,7,,2026-01-12,ANDROID,MOBILE,IE,2026-02-21 16:19:59.207,0.87,EUR,1,2026-02-01,1,0.87
97518077,5,,2026-01-05,ANDROID,MOBILE,ES,2026-01-05 10:11:31.118,39.68,EUR,45,2026-01-01,3,190.99
97518077,5,,2026-01-05,ANDROID,MOBILE,ES,2026-01-05 10:11:31.118,39.68,EUR,45,2026-02-01,3,266
97518077,5,,2026-01-05,ANDROID,MOBILE,ES,2026-01-05 10:11:31.118,39.68,EUR,45,2026-03-01,3,303.1
97518077,5,,2026-01-05,ANDROID,MOBILE,ES,2026-01-05 10:11:31.118,39.68,EUR,45,2026-04-01,6,367.81
97518077,5,,2026-01-05,ANDROID,MOBILE,ES,2026-01-05 10:11:31.118,39.68,EUR,45,2026-05-01,2,143.08
97617362,7,bom,2026-01-11,ANDROID,MOBILE,PT,2026-04-23 16:38:21.153,8.68,EUR,10,2026-04-01,3,50.32
97617362,7,bom,2026-01-11,ANDROID,MOBILE,PT,2026-04-23 16:38:21.153,8.68,EUR,10,2026-05-01,1,0.09
97718810,6,es muy fácil ,2026-03-17,ANDROID,MOBILE,IT,2026-04-10 20:36:20.957,100.17,EUR,115,2026-04-01,3,214.92
97718810,6,es muy fácil ,2026-03-17,ANDROID,MOBILE,IT,2026-04-10 20:36:20.957,100.17,EUR,115,2026-05-01,3,391.87
97838147,1,,2026-05-07,WEB,WEB,NL,2026-05-07 19:11:04.682,17.31,EUR,20,2026-05-01,1,17.31
97854314,7,😄,2026-05-20,WEB,WEB,HU,,,,,,,
98098622,4,,2026-01-04,IOS,MOBILE,IT,,,,,,,
98115452,3,,2026-02-23,WEB,WEB,MT,2026-04-20 15:36:38.792,203.74,EUR,233.93,2026-04-01,1,203.74
98236643,6,,2026-04-07,ANDROID,MOBILE,RO,,,,,,,
98313326,7,,2026-04-08,IOS,MOBILE,IT,,,,,,,
98475484,1,,2026-01-26,IOS,MOBILE,IE,2026-01-26 22:38:46.654,60.78,EUR,70,2026-01-01,1,60.78
98573493,6,6,2026-01-27,ANDROID,MOBILE,IT,,,,,,,
98597876,3,Como carregar o cartão?,2026-05-07,WEB,WEB,PT,,,,,,,
98753482,7,,2026-04-20,WEB,WEB,GR,,,,,,,
98825926,7,,2026-01-14,IOS,MOBILE,NL,,,,,,,
98871600,7,,2025-12-25,ANDROID,MOBILE,HU,2026-01-16 08:25:52.681,180.5,HUF,80135,2026-01-01,2,236.81
98871600,7,,2025-12-25,ANDROID,MOBILE,HU,2026-01-16 08:25:52.681,180.5,HUF,80135,2026-02-01,4,264.1
98871600,7,,2025-12-25,ANDROID,MOBILE,HU,2026-01-16 08:25:52.681,180.5,HUF,80135,2026-03-01,1,233.86
98871600,7,,2025-12-25,ANDROID,MOBILE,HU,2026-01-16 08:25:52.681,180.5,HUF,80135,2026-04-01,8,583.88
98871600,7,,2025-12-25,ANDROID,MOBILE,HU,2026-01-16 08:25:52.681,180.5,HUF,80135,2026-05-01,5,375.86
98875860,4,,2026-02-22,ANDROID,MOBILE,NL,2026-02-22 16:01:56.261,878.94,EUR,1000,2026-02-01,2,5240.95
98875860,4,,2026-02-22,ANDROID,MOBILE,NL,2026-02-22 16:01:56.261,878.94,EUR,1000,2026-03-01,2,6055.34
98875860,4,,2026-02-22,ANDROID,MOBILE,NL,2026-02-22 16:01:56.261,878.94,EUR,1000,2026-04-01,1,108.72
98879186,6,,2025-12-03,ANDROID,MOBILE,FR,2025-12-05 21:02:50.147,93.44,EUR,107,2025-12-01,1,93.44
98889904,7,,2025-12-03,IOS,MOBILE,NL,2025-12-19 19:57:15.710,306.35,EUR,350,2025-12-01,1,306.35
98889904,7,,2025-12-03,IOS,MOBILE,NL,2025-12-19 19:57:15.710,306.35,EUR,350,2026-03-01,2,862.59
98890719,7,,2025-12-03,ANDROID,MOBILE,PT,2026-01-27 18:19:52.642,86.96,EUR,100,2026-01-01,1,86.96
98890719,7,,2025-12-03,ANDROID,MOBILE,PT,2026-01-27 18:19:52.642,86.96,EUR,100,2026-02-01,10,237.42
98890719,7,,2025-12-03,ANDROID,MOBILE,PT,2026-01-27 18:19:52.642,86.96,EUR,100,2026-03-01,5,175.45
98890719,7,,2025-12-03,ANDROID,MOBILE,PT,2026-01-27 18:19:52.642,86.96,EUR,100,2026-04-01,5,466.6
98897762,5,,2025-12-03,ANDROID,MOBILE,IT,2025-12-05 18:49:26.331,43.66,EUR,50,2025-12-01,2,87.46
98897762,5,,2025-12-03,ANDROID,MOBILE,IT,2025-12-05 18:49:26.331,43.66,EUR,50,2026-01-01,1,43.42
98897762,5,,2025-12-03,ANDROID,MOBILE,IT,2025-12-05 18:49:26.331,43.66,EUR,50,2026-03-01,2,86.52
98897762,5,,2025-12-03,ANDROID,MOBILE,IT,2025-12-05 18:49:26.331,43.66,EUR,50,2026-04-01,1,43.3
98897762,5,,2025-12-03,ANDROID,MOBILE,IT,2025-12-05 18:49:26.331,43.66,EUR,50,2026-05-01,1,25.94
98907104,7,,2025-12-03,IOS,MOBILE,RO,,,,,,,
98921721,7,,2025-12-04,IOS,MOBILE,BE,2025-12-05 21:27:26.365,17.46,EUR,20,2025-12-01,1,17.46
98930652,7,,2025-12-04,IOS,MOBILE,FR,2026-01-08 15:54:02.472,4338.25,EUR,5000,2026-01-01,1,4338.25
98930652,7,,2025-12-04,IOS,MOBILE,FR,2026-01-08 15:54:02.472,4338.25,EUR,5000,2026-02-01,2,1850.07
98934340,4,,2026-02-08,ANDROID,MOBILE,IT,,,,,,,
98953440,7,,2025-12-08,ANDROID,MOBILE,EE,2025-12-31 11:11:20.964,17.09,EUR,19.61,2025-12-01,1,17.09
98959425,4,,2025-12-31,ANDROID,MOBILE,PT,,,,,,,
98963374,1,Hy,2025-12-05,IOS,MOBILE,IT,,,,,,,
98966607,7,,2026-01-06,IOS,MOBILE,FR,,,,,,,
98981690,6,,2025-12-05,ANDROID,MOBILE,FR,,,,,,,
98988199,7,Denemek icın,2025-12-05,IOS,MOBILE,NO,,,,,,,
99001236,3,Piden muchos datos ,2025-12-05,IOS,MOBILE,ES,,,,,,,
99005299,7,,2025-12-05,ANDROID,MOBILE,PT,,,,,,,
99005300,6,,2025-12-05,IOS,MOBILE,PL,,,,,,,
99008259,6,,2025-12-05,ANDROID,MOBILE,IT,,,,,,,
99008812,5,,2025-12-05,IOS,MOBILE,IT,,,,,,,
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2025-12-01,3,76.31
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2026-01-01,11,2371.56
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2026-02-01,13,2113.82
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2026-03-01,3,2984.49
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2026-04-01,9,3449.94
99009313,7,,2025-12-05,IOS,MOBILE,BE,2025-12-15 17:51:10.903,8.78,EUR,10,2026-05-01,3,151.12
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2025-12-01,9,414.69
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2026-01-01,5,539.11
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2026-02-01,3,176.39
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2026-03-01,9,1072.85
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2026-04-01,10,967.87
99009464,7,,2025-12-05,IOS,MOBILE,FR,2025-12-07 21:52:43.084,26.21,EUR,30,2026-05-01,4,708.65
99010666,5,,2025-12-06,ANDROID,MOBILE,ES,,,,,,,
99017804,7,,2025-12-05,IOS,MOBILE,LV,2026-04-19 09:34:45.609,3.48,EUR,4,2026-04-01,5,39.05
99017804,7,,2025-12-05,IOS,MOBILE,LV,2026-04-19 09:34:45.609,3.48,EUR,4,2026-05-01,1,10.54
99019522,3,,2025-12-12,ANDROID,MOBILE,NL,2026-04-27 09:38:27.006,88.4,EUR,100,2026-04-01,2,651.6
99022867,7,,2025-12-06,ANDROID,MOBILE,FR,2025-12-14 16:01:55.023,263.41,EUR,300,2025-12-01,1,263.41
99022867,7,,2025-12-06,ANDROID,MOBILE,FR,2025-12-14 16:01:55.023,263.41,EUR,300,2026-01-01,1,17.36
99022867,7,,2025-12-06,ANDROID,MOBILE,FR,2025-12-14 16:01:55.023,263.41,EUR,300,2026-02-01,3,440.22
99022867,7,,2025-12-06,ANDROID,MOBILE,FR,2025-12-14 16:01:55.023,263.41,EUR,300,2026-03-01,2,433.06
99022867,7,,2025-12-06,ANDROID,MOBILE,FR,2025-12-14 16:01:55.023,263.41,EUR,300,2026-04-01,3,478.54
99025521,7,,2025-12-06,ANDROID,MOBILE,IT,,,,,,,
99026133,4,,2025-12-07,ANDROID,MOBILE,FR,,,,,,,
99036771,6,,2025-12-06,ANDROID,MOBILE,FR,2025-12-07 12:58:17.427,875.42,EUR,1000,2025-12-01,1,875.42
99037574,7,,2025-12-06,IOS,MOBILE,BE,,,,,,,
99042372,4,,2025-12-06,IOS,MOBILE,FR,2025-12-06 07:17:51.497,66.24,EUR,75.85,2025-12-01,1,66.24
99042372,4,,2025-12-06,IOS,MOBILE,FR,2025-12-06 07:17:51.497,66.24,EUR,75.85,2026-01-01,1,124.73
99045623,7,,2025-12-11,ANDROID,MOBILE,EE,2025-12-23 09:05:58.436,8.72,EUR,10,2025-12-01,6,1168.82
99049111,7,Fast and simple,2025-12-06,IOS,MOBILE,GR,2025-12-06 19:16:31.122,43.66,EUR,50,2025-12-01,6,3812.91
99049111,7,Fast and simple,2025-12-06,IOS,MOBILE,GR,2025-12-06 19:16:31.122,43.66,EUR,50,2026-03-01,1,438.04
99049111,7,Fast and simple,2025-12-06,IOS,MOBILE,GR,2025-12-06 19:16:31.122,43.66,EUR,50,2026-04-01,1,438.93
99049231,5,,2025-12-06,ANDROID,MOBILE,ES,,,,,,,
